,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
67338,L,301.0,310.9,1428,43.9,47,0,0,0,0,0
67339,L,297.0,308.3,1492,48.4,137,0,0,0,0,0
67340,M,300.4,309.7,1466,37.8,184,0,0,0,0,0
67341,M,297.5,308.3,1720,27.4,62,0,0,0,0,0
67342,M,299.8,309.4,1377,53.6,146,0,0,0,0,0
67343,M,298.6,309.4,1798,24.3,182,0,0,0,0,0
67344,L,301.4,310.6,1634,37.6,171,0,0,0,0,0
67345,L,300.7,310.5,1798,24.5,127,0,0,0,0,0
67346,L,298.8,309.9,1601,32.8,210,0,0,0,0,0
67347,L,300.5,310.5,1564,38.2,9,0,0,0,0,0
67348,L,298.4,308.0,1405,52.3,194,0,0,0,0,0
67349,H,299.3,310.4,1463,45.5,27,0,0,0,0,0
67350,H,298.5,309.4,1573,36.0,119,0,0,0,0,0
67351,L,302.2,311.2,1297,62.5,109,0,0,0,0,0
67352,L,300.0,309.1,1503,38.3,7,0,0,0,0,0
67353,L,298.8,309.5,1563,32.8,157,0,0,0,0,0
67354,L,297.4,308.7,1254,55.6,138,0,0,0,0,0
67355,L,299.9,309.4,1767,27.5,31,0,0,0,0,0
67356,L,298.8,309.9,1489,40.3,5,0,0,0,0,0
67357,L,297.4,308.4,1529,40.0,61,0,0,0,0,0
67358,L,299.9,311.4,1640,29.2,125,0,0,0,0,0
67359,L,300.7,311.9,1460,44.9,15,0,0,0,0,0
67360,M,300.9,311.1,2231,15.9,160,0,0,0,0,0
67361,L,298.0,309.1,1527,32.4,106,0,0,0,0,0
67362,L,297.9,309.2,1359,48.4,28,0,0,0,0,0
67363,L,299.9,309.5,1386,55.7,169,0,0,0,0,0
67364,M,300.2,310.3,1329,53.9,42,0,0,0,0,0
67365,L,298.9,310.1,1471,43.8,83,0,0,0,0,0
67366,L,301.5,310.5,1512,39.5,25,0,0,0,0,0
67367,M,302.0,310.4,1828,46.8,14,0,0,0,0,0
67368,L,301.2,310.4,1435,38.4,51,0,0,0,0,0
67369,M,301.7,310.6,1451,44.2,202,0,0,0,0,0
67370,M,297.2,308.1,1465,52.0,179,0,0,0,0,0
67371,M,302.3,311.7,1466,41.2,66,0,0,0,0,0
67372,L,297.1,308.1,1396,46.2,162,0,0,0,0,0
67373,L,298.2,307.9,1634,31.2,80,0,0,0,0,0
67374,L,296.7,308.0,1603,32.2,50,0,0,0,0,0
67375,L,298.2,308.4,1477,41.2,72,0,0,0,0,0
67376,L,301.7,310.7,1597,36.8,2,0,0,0,0,0
67377,H,301.0,310.4,1497,38.2,199,0,0,0,0,0
67378,L,302.5,311.9,1446,49.9,171,0,0,0,0,0
67379,L,297.8,307.4,1643,36.5,55,0,0,0,0,0
67380,M,299.9,311.2,1618,31.1,176,0,0,0,0,0
67381,H,300.5,312.0,1447,43.2,162,0,0,0,0,0
67382,L,298.2,307.9,1575,35.0,158,0,0,0,0,0
67383,L,299.2,310.6,1548,41.4,42,0,0,0,0,0
67384,L,298.9,308.2,1772,28.6,26,0,0,0,0,0
67385,L,300.7,310.6,1288,47.2,109,0,0,0,0,0
67386,L,298.4,309.6,1610,35.0,148,0,0,0,0,0
67387,H,300.7,310.5,1506,38.7,129,0,0,0,0,0
67388,L,300.3,309.5,1574,38.7,35,0,0,0,0,0
67389,L,304.1,313.1,1675,30.5,35,0,0,0,0,0
67390,L,301.4,310.7,1280,61.0,181,0,0,0,0,0
67391,H,301.0,310.6,1782,24.9,93,0,0,0,0,0
67392,L,298.0,308.5,1459,57.0,43,0,0,0,0,0
67393,M,303.5,312.3,1532,43.5,32,0,0,0,0,0
67394,L,303.6,312.3,1631,29.8,221,0,0,0,0,0
67395,L,303.8,313.1,1869,25.8,17,0,0,0,0,0
67396,M,301.4,310.5,1350,51.3,0,0,0,0,0,0
67397,M,297.8,309.9,1553,41.8,178,0,0,0,0,0
67398,L,299.1,310.4,1419,48.8,76,0,0,0,0,0
67399,L,298.7,308.5,1499,38.2,7,0,0,0,0,0
67400,M,302.2,310.8,1888,21.3,49,0,0,0,0,0
67401,L,299.7,311.1,1399,47.3,188,0,0,0,0,0
67402,M,298.4,308.1,1598,35.0,181,0,0,0,0,0
67403,M,300.2,309.7,1548,37.3,173,0,0,0,0,0
67404,M,298.2,308.9,1433,43.7,23,0,0,0,0,0
67405,L,296.7,308.0,1424,51.1,39,0,0,0,0,0
67406,L,301.4,311.1,1549,37.2,195,0,0,0,0,0
67407,L,300.7,310.0,1486,41.6,85,0,0,0,0,0
67408,H,300.1,309.6,1376,46.6,190,0,0,0,0,0
67409,L,301.6,310.6,1348,56.5,137,0,0,0,0,0
67410,L,300.3,310.4,1533,44.2,50,0,0,0,0,0
67411,L,301.0,310.6,1498,41.8,123,0,0,0,0,0
67412,L,296.8,308.0,1474,36.7,197,0,0,0,0,0
67413,L,300.3,310.6,1532,39.4,179,0,0,0,0,0
67414,L,302.1,310.7,1567,36.4,100,0,0,0,0,0
67415,H,299.8,309.4,1431,46.7,136,0,0,0,0,0
67416,H,303.8,312.4,1523,43.9,215,0,0,0,0,0
67417,L,298.5,309.4,1432,49.4,130,0,0,0,0,0
67418,L,297.7,308.5,1612,33.7,203,0,0,0,0,0
67419,L,298.8,310.0,1563,36.2,13,0,0,0,0,0
67420,L,302.5,310.5,1563,38.2,110,0,0,0,0,0
67421,L,298.8,309.7,1372,54.5,131,0,0,0,0,0
67422,L,303.8,312.7,1377,45.7,183,0,0,0,0,0
67423,M,299.2,310.4,2129,17.3,101,0,0,0,0,0
67424,L,299.5,309.3,1540,37.0,130,0,0,0,0,0
67425,M,301.8,310.9,1485,42.9,23,0,0,0,0,0
67426,M,298.9,310.1,2271,19.9,80,0,0,0,0,0
67427,L,302.3,311.0,1616,31.8,180,0,0,0,0,0
67428,L,299.0,310.0,1563,38.1,161,0,0,0,0,0
67429,L,300.1,309.3,1470,23.0,125,0,0,0,0,0
67430,M,301.3,310.2,1496,43.4,54,0,0,0,0,0
67431,L,301.0,310.9,1316,51.3,194,0,0,0,0,0
67432,L,299.6,310.1,1437,50.8,139,0,0,0,0,0
67433,L,298.5,308.3,1465,42.0,44,0,0,0,0,0
67434,L,301.5,310.8,1551,34.8,116,0,0,0,0,0
67435,L,302.1,311.2,1391,62.3,142,0,0,0,0,0
67436,L,300.1,309.4,1459,39.4,33,0,0,0,0,0
67437,M,299.0,310.4,1355,48.8,205,0,0,0,0,0
67438,L,300.8,309.7,1347,54.0,138,0,0,0,0,0
67439,L,303.8,312.5,1520,40.6,162,0,0,0,0,0
67440,L,296.7,307.9,1435,48.3,183,0,0,0,0,0
67441,L,302.5,311.5,1434,48.4,194,0,0,0,0,0
67442,L,301.8,311.2,1663,28.9,204,0,0,0,0,0
67443,L,298.3,308.9,1708,27.3,114,0,0,0,0,0
67444,L,300.3,311.6,1433,45.1,128,0,0,0,0,0
67445,M,304.4,313.6,1563,35.0,199,0,0,0,0,0
67446,L,301.3,310.9,1359,47.8,151,0,0,0,0,0
67447,H,302.3,311.5,1503,37.4,127,0,0,0,0,0
67448,M,298.9,308.2,1618,35.8,11,0,0,0,0,0
67449,L,303.0,311.2,1723,32.6,63,0,0,0,0,0
67450,L,301.5,310.5,1487,46.1,149,0,0,0,0,0
67451,L,301.4,310.4,1442,41.6,160,0,0,0,0,0
67452,M,299.9,309.2,1683,30.5,198,0,0,0,0,0
67453,L,300.2,309.2,1499,47.3,216,0,0,0,0,0
67454,L,299.0,310.6,1645,30.4,95,0,0,0,0,0
67455,L,300.2,310.3,1644,30.9,34,0,0,0,0,0
67456,L,298.3,308.1,1840,21.5,0,0,0,0,0,0
67457,M,302.6,311.0,1589,43.5,96,0,0,0,0,0
67458,L,298.2,308.7,1362,20.5,142,0,0,0,0,0
67459,L,302.2,311.3,1510,35.7,118,0,0,0,0,0
67460,H,302.5,311.5,1465,43.8,218,0,0,0,0,0
67461,L,300.2,309.7,1740,29.3,54,0,0,0,0,0
67462,M,300.0,311.9,1582,33.8,48,0,0,0,0,0
67463,L,301.2,309.9,1598,40.9,21,0,0,0,0,0
67464,L,300.5,311.9,1556,36.7,54,0,0,0,0,0
67465,L,298.4,308.6,1470,44.2,160,0,0,0,0,0
67466,L,298.2,308.4,1479,44.1,166,0,0,0,0,0
67467,H,298.4,308.2,1397,55.1,162,0,0,0,0,0
67468,L,301.3,310.4,1659,31.5,88,0,0,0,0,0
67469,H,302.3,310.9,1492,45.7,137,0,0,0,0,0
67470,M,297.8,307.9,1463,46.2,50,0,0,0,0,0
67471,L,299.8,309.4,1634,32.1,191,0,0,0,0,0
67472,L,298.3,309.1,1479,49.8,133,0,0,0,0,0
67473,L,297.5,308.7,1477,41.4,27,0,0,0,0,0
67474,L,301.0,312.2,1596,33.0,131,0,0,0,0,0
67475,L,300.6,310.5,1761,28.9,9,0,0,0,0,0
67476,L,302.2,311.4,1991,19.0,146,0,0,0,0,0
67477,L,298.4,308.1,1546,40.2,194,0,0,0,0,0
67478,L,297.4,308.7,1454,36.9,125,0,0,0,0,0
67479,L,301.4,310.7,1363,53.6,166,0,0,0,0,0
67480,M,298.2,308.9,1326,43.2,75,0,0,0,0,0
67481,M,304.2,313.7,1481,47.7,139,0,0,0,0,0
67482,L,300.0,309.7,1634,31.8,74,0,0,0,0,0
67483,L,298.0,308.2,1376,37.9,0,0,0,0,0,0
67484,M,299.2,308.4,1585,34.9,174,0,0,0,0,0
67485,L,302.6,310.4,1763,28.7,50,0,0,0,0,0
67486,M,300.5,312.0,1454,40.8,155,0,0,0,0,0
67487,L,300.7,310.2,1653,32.6,83,0,0,0,0,0
67488,L,298.7,309.6,1497,42.7,20,0,0,0,0,0
67489,L,300.6,310.3,1794,24.4,211,0,0,0,0,1
67490,L,297.5,308.6,1564,34.3,128,0,0,0,0,0
67491,L,299.9,311.4,1731,27.8,119,0,0,0,0,0
67492,L,299.6,310.8,1571,38.9,74,0,0,0,0,0
67493,L,303.5,312.2,1477,37.1,27,0,0,0,0,0
67494,L,297.3,308.7,1526,42.3,91,0,0,0,0,0
67495,L,297.4,308.4,1580,36.6,70,0,0,0,0,0
67496,M,300.5,309.6,1441,44.0,7,0,0,0,0,0
67497,L,300.8,311.1,1495,38.5,35,0,0,0,0,0
67498,L,297.9,308.8,1354,50.2,139,0,0,0,0,0
67499,M,302.5,310.6,1375,52.4,136,0,1,0,0,0
67500,M,300.5,309.5,1449,47.4,45,0,0,0,0,0
67501,M,300.2,310.3,1490,38.5,209,0,0,0,0,0
67502,L,300.0,309.1,1752,25.2,92,0,0,0,0,0
67503,L,301.0,311.3,1511,42.9,26,0,0,0,0,0
67504,M,298.5,309.4,1565,48.1,150,0,0,0,0,0
67505,L,297.4,310.1,1709,30.3,92,0,0,0,0,0
67506,L,300.7,311.3,1463,50.9,193,0,0,0,0,0
67507,H,297.8,308.4,1440,41.1,156,0,0,0,0,0
67508,L,301.5,310.6,1643,33.3,98,0,0,0,0,0
67509,M,301.7,310.7,1577,29.9,48,0,0,0,0,0
67510,L,299.0,310.3,1578,33.3,153,0,0,0,0,0
67511,L,302.0,310.9,1446,45.4,7,0,0,0,0,0
67512,L,299.4,308.8,1550,45.8,92,0,0,0,0,0
67513,M,298.6,309.9,1597,39.8,150,0,0,0,0,0
67514,L,300.4,311.2,1472,44.2,187,0,0,0,0,0
67515,M,298.9,310.1,1668,28.9,2,0,0,0,0,0
67516,L,297.2,308.5,1772,26.3,127,0,0,0,0,0
67517,L,302.8,312.3,1528,40.1,156,0,0,0,0,0
67518,H,296.9,308.8,1622,36.6,37,0,0,0,0,0
67519,L,298.4,309.4,1448,44.0,96,0,0,0,0,0
67520,H,298.8,310.1,1567,32.8,197,0,0,0,0,0
67521,L,299.9,311.4,1499,36.9,174,0,0,0,0,0
67522,L,297.8,309.1,1562,36.8,119,0,0,0,0,0
67523,L,302.2,310.7,1413,46.5,100,0,0,0,0,0
67524,L,299.8,309.7,1624,34.2,208,0,0,0,0,0
67525,L,300.5,311.8,1400,48.6,187,0,0,0,0,0
67526,L,304.1,313.3,1431,52.7,37,0,0,0,0,0
67527,M,300.8,310.8,1678,30.3,191,0,0,0,0,0
67528,L,303.8,312.9,1543,36.9,194,0,0,0,0,0
67529,M,300.5,311.6,1343,51.2,190,0,0,0,0,0
67530,L,297.6,308.7,1452,42.3,27,0,0,0,0,0
67531,M,297.9,309.0,1533,32.3,54,0,0,0,0,0
67532,L,298.9,308.7,1429,49.0,21,0,0,0,0,0
67533,M,297.9,309.0,1970,19.1,37,0,0,0,0,0
67534,M,302.3,311.9,1508,41.3,159,0,0,0,0,0
67535,L,299.0,310.1,1481,41.1,67,0,0,0,0,0
67536,L,301.5,310.6,1372,46.5,203,0,0,0,0,0
67537,L,301.4,310.6,1387,50.8,70,0,0,0,0,0
67538,L,300.6,309.4,1412,44.4,233,0,0,0,0,0
67539,L,298.2,307.8,1435,46.6,59,0,0,0,0,0
67540,L,302.6,310.2,1610,41.6,16,0,0,0,0,0
67541,L,297.5,308.4,1610,33.1,45,0,0,0,0,0
67542,M,303.4,311.9,1406,43.2,161,0,0,0,0,0
67543,L,300.5,310.5,1419,42.4,90,0,0,0,0,0
67544,L,300.7,310.5,1504,41.8,192,0,0,0,0,0
67545,L,298.2,307.8,1435,50.3,86,0,0,0,0,0
67546,L,302.4,311.9,1433,40.9,134,0,0,0,0,0
67547,L,300.9,310.8,1380,52.4,71,0,0,0,0,0
67548,M,297.6,308.6,1703,28.3,13,0,0,0,0,0
67549,H,302.6,310.4,1732,26.7,159,0,0,0,0,0
67550,L,299.3,308.8,1454,41.9,196,0,0,0,0,0
67551,L,301.0,310.9,1360,48.0,119,0,0,0,0,0
67552,M,300.6,309.5,1474,40.0,126,0,0,0,0,0
67553,L,303.6,313.0,1625,31.9,20,0,0,0,0,0
67554,L,300.1,311.4,1575,32.8,167,0,0,0,0,0
67555,L,300.4,309.8,1614,31.7,150,0,0,0,0,0
67556,H,303.7,312.4,1569,35.0,154,0,0,0,0,0
67557,L,298.2,307.9,1549,32.4,146,0,0,0,0,0
67558,L,300.7,311.0,1407,43.0,170,0,0,0,0,0
67559,L,297.3,308.1,1568,37.7,0,0,0,0,0,0
67560,L,299.4,309.2,1444,48.9,92,0,0,0,0,0
67561,L,298.9,310.1,1363,60.8,56,0,0,0,0,0
67562,L,297.9,309.0,1549,42.6,5,0,0,0,0,0
67563,L,300.7,310.8,1608,34.2,76,0,0,0,0,0
67564,M,303.5,311.7,1511,46.1,163,0,0,0,0,0
67565,L,299.8,309.1,1623,35.6,93,0,0,0,0,0
67566,L,299.6,309.3,1558,41.8,115,0,0,0,0,0
67567,L,298.9,310.6,1419,48.6,7,0,0,0,0,0
67568,M,298.2,309.0,1544,33.8,189,0,0,0,0,0
67569,L,299.3,308.7,1611,31.8,183,0,0,0,0,0
67570,M,297.4,308.4,1422,41.4,41,0,0,0,0,0
67571,L,298.0,307.8,1479,42.5,47,0,0,0,0,0
67572,L,299.2,309.0,1515,41.4,193,0,0,0,0,0
67573,M,298.7,310.1,1413,46.6,32,0,0,0,0,0
67574,M,303.5,312.3,1339,52.1,179,0,0,0,0,0
67575,M,300.6,310.2,1233,52.3,20,0,0,0,0,0
67576,H,298.1,309.0,1492,41.4,60,0,0,0,0,0
67577,L,301.8,310.6,1597,29.6,124,0,0,0,0,0
67578,L,301.5,311.1,1596,33.4,123,0,0,0,0,0
67579,L,299.2,310.7,1435,50.8,74,0,0,0,0,0
67580,L,298.4,307.7,1410,50.1,109,0,0,0,0,0
67581,M,302.7,311.1,1542,36.2,130,0,0,0,0,0
67582,L,298.3,308.3,1666,31.3,168,0,0,0,0,0
67583,L,304.0,313.3,2090,17.8,104,0,0,0,0,0
67584,L,299.6,309.2,1553,33.3,177,0,0,0,0,0
67585,M,300.4,311.7,1597,42.0,24,0,0,0,0,0
67586,L,297.8,307.8,1469,44.0,162,0,0,0,0,0
67587,L,298.5,308.3,1487,37.0,181,0,0,0,0,0
67588,M,298.7,309.8,1436,36.7,197,0,0,0,0,0
67589,L,303.7,312.7,1463,44.9,123,0,0,0,0,0
67590,L,299.4,309.0,1336,55.9,0,0,0,0,0,0
67591,L,301.3,311.0,1551,41.2,119,0,0,0,0,0
67592,L,303.5,312.5,1857,25.8,168,0,0,0,0,0
67593,L,297.9,309.0,1568,33.4,38,0,0,0,0,0
67594,L,297.0,308.1,1537,39.0,168,0,0,0,0,0
67595,L,300.1,311.4,1471,46.5,126,0,0,0,0,0
67596,L,301.2,310.9,1479,44.8,139,0,0,0,0,0
67597,L,298.9,310.4,1546,43.3,159,0,0,0,0,0
67598,L,298.2,308.9,1422,49.8,27,0,0,0,0,0
67599,L,298.0,307.7,1470,42.6,0,0,0,0,0,0
67600,L,300.4,311.2,1430,43.8,189,0,0,0,0,0
67601,L,300.0,309.3,1355,56.5,122,0,0,0,0,0
67602,L,301.4,310.5,1639,28.9,94,0,0,0,0,0
67603,L,298.3,308.1,1648,32.3,67,0,0,0,0,0
67604,M,300.3,309.3,1391,42.2,157,0,0,0,0,0
67605,L,298.5,308.2,1528,34.1,172,0,0,0,0,0
67606,M,301.9,310.9,1676,30.5,47,0,0,0,0,0
67607,L,301.2,310.7,1714,26.5,119,0,0,0,0,0
67608,L,297.4,308.2,1455,42.0,133,0,0,0,0,0
67609,M,301.7,310.4,1465,43.0,198,0,0,0,0,0
67610,L,300.4,311.2,1454,50.7,146,0,0,0,0,0
67611,L,297.4,309.0,1505,44.1,209,0,0,0,0,0
67612,L,299.2,310.2,1384,48.7,93,0,0,0,0,0
67613,M,300.6,309.4,1393,48.1,90,0,0,0,0,0
67614,L,302.4,310.0,1409,50.1,102,0,0,0,0,0
67615,M,299.3,308.9,1650,27.8,97,0,0,0,0,0
67616,L,300.7,310.5,1372,52.6,199,0,0,0,0,0
67617,L,302.2,311.3,1513,36.5,130,0,0,0,0,0
67618,M,301.1,312.4,1394,36.8,132,0,0,0,0,0
67619,H,301.9,310.3,1314,52.5,36,0,1,0,0,0
67620,L,298.8,309.8,1543,40.9,199,0,0,0,0,0
67621,L,297.7,308.9,1413,51.8,170,0,0,0,0,0
67622,L,297.3,308.4,1383,49.6,124,0,0,0,0,0
67623,L,298.8,309.8,1356,33.7,143,0,0,0,0,0
67624,L,298.5,309.2,1411,40.2,114,0,0,0,0,0
67625,L,299.7,309.0,1592,34.7,166,0,0,0,0,0
67626,L,298.3,309.4,1393,55.6,138,0,0,0,0,0
67627,M,300.4,310.3,1644,31.4,41,0,0,0,0,0
67628,L,302.7,310.5,1563,36.5,5,0,0,0,0,0
67629,L,298.0,307.7,1631,30.8,17,0,0,0,0,0
67630,L,302.0,309.8,1380,47.7,199,0,0,0,0,0
67631,L,303.7,312.7,1403,47.3,166,0,0,0,0,0
67632,H,300.7,310.5,1467,41.4,119,0,0,0,0,0
67633,L,300.2,311.3,1495,44.8,175,0,0,0,0,0
67634,L,299.0,308.6,1434,47.4,108,0,0,0,0,0
67635,L,298.7,310.4,1741,27.0,0,0,0,0,0,0
67636,L,300.6,310.2,1735,27.3,71,0,0,0,0,0
67637,L,300.0,311.5,1518,39.8,175,0,0,0,0,0
67638,L,298.7,310.2,1457,47.4,62,0,0,0,0,0
67639,L,298.0,309.1,1521,39.2,122,0,0,0,0,0
67640,L,300.5,310.5,1691,30.3,124,0,0,0,0,0
67641,L,300.6,310.5,1418,46.7,98,0,0,0,0,0
67642,M,298.7,309.5,1578,32.4,96,0,0,0,0,0
67643,H,304.1,313.3,1551,49.6,34,0,0,0,0,0
67644,L,298.0,307.8,1377,55.0,110,0,0,0,0,0
67645,L,297.6,308.4,1564,37.7,191,0,0,0,0,0
67646,L,298.1,307.6,1438,42.2,71,0,0,0,0,0
67647,H,297.3,308.6,1528,46.4,24,0,0,0,0,0
67648,H,300.5,309.3,1360,46.2,93,0,0,0,0,0
67649,H,303.7,312.1,1436,49.6,25,0,0,0,0,0
67650,L,301.0,310.6,1568,35.2,126,0,0,0,0,0
67651,L,298.2,307.8,1409,50.2,70,0,0,0,0,0
67652,L,298.5,309.4,1456,38.7,5,0,0,0,0,0
67653,L,297.6,308.7,1404,44.6,44,0,0,0,0,0
67654,L,299.2,308.9,1609,38.3,181,0,0,0,0,0
67655,L,298.8,309.8,1447,41.6,67,0,0,0,0,0
67656,L,297.5,308.6,1448,54.3,83,0,0,0,0,0
67657,M,300.5,312.0,1507,54.1,27,0,0,0,0,0
67658,L,300.5,311.0,1402,50.3,11,0,0,0,0,0
67659,M,299.4,308.6,1453,41.8,104,0,0,0,0,0
67660,L,296.9,307.8,1365,47.7,137,0,0,0,0,0
67661,L,301.2,310.3,1563,37.3,61,0,0,0,0,0
67662,L,302.4,311.7,1657,34.1,215,0,0,0,0,0
67663,L,298.9,309.8,1565,37.2,179,0,0,0,0,0
67664,L,300.6,310.1,1617,39.8,168,0,0,0,0,0
67665,L,298.0,309.0,1787,23.7,120,0,0,0,0,0
67666,H,298.3,308.4,1427,42.2,89,0,0,0,0,0
67667,L,298.9,310.0,1530,42.1,171,0,0,0,0,0
67668,M,298.2,308.9,1473,42.0,20,0,0,0,0,0
67669,H,302.2,311.4,1386,56.6,47,0,0,0,0,0
67670,H,298.1,308.3,1433,45.1,109,0,0,0,0,0
67671,L,302.6,310.2,1445,43.5,48,0,0,0,0,0
67672,M,302.5,310.2,1581,32.7,181,0,0,0,0,0
67673,L,298.8,309.8,1611,33.4,136,0,0,0,0,0
67674,M,300.9,310.8,1483,48.7,22,0,0,0,0,0
67675,L,297.5,308.3,1717,29.5,114,0,0,0,0,0
67676,M,300.8,310.8,1644,34.0,24,0,0,0,0,0
67677,L,301.2,310.4,1398,46.2,133,0,0,0,0,0
67678,L,300.9,310.4,1384,50.4,9,0,0,0,0,0
67679,L,297.5,308.7,1521,36.0,102,0,0,0,0,0
67680,L,298.9,308.5,1446,34.5,77,0,0,0,0,0
67681,L,298.2,308.6,1546,36.1,38,0,0,0,0,0
67682,L,299.4,308.6,1610,34.6,5,0,0,0,0,0
67683,L,302.4,310.3,1513,36.0,175,0,0,0,0,0
67684,L,298.3,307.9,1502,37.8,101,0,0,0,0,0
67685,L,300.5,311.5,1651,36.9,74,0,0,0,0,0
67686,H,298.5,309.0,1367,47.3,212,0,0,0,0,0
67687,L,302.3,311.7,1488,38.3,178,0,0,0,0,0
67688,L,300.7,312.4,1418,45.3,24,0,0,0,0,0
67689,M,301.9,310.7,1418,40.3,130,0,0,0,0,0
67690,L,297.2,308.6,1541,42.8,166,0,0,0,0,0
67691,L,299.0,309.2,1341,49.2,31,0,0,0,0,0
67692,L,297.2,308.1,1662,31.2,158,0,0,0,0,0
67693,L,303.9,313.1,1590,31.9,5,0,0,0,0,0
67694,L,300.7,310.8,1634,31.9,151,0,0,0,0,0
67695,L,297.3,308.1,1566,31.1,154,0,0,0,0,0
67696,L,302.8,311.1,1570,36.7,82,0,0,0,0,0
67697,M,301.0,310.4,1476,43.9,173,0,0,0,0,0
67698,L,298.9,309.9,1815,25.7,104,0,0,0,0,0
67699,L,301.4,310.7,1405,47.1,0,0,0,0,0,0
67700,L,298.3,308.4,1484,43.4,171,0,0,0,0,0
67701,L,300.6,310.1,1532,36.8,25,0,0,0,0,0
67702,M,300.5,309.3,1489,38.5,91,0,0,0,0,0
67703,L,297.7,308.5,1373,56.7,203,0,0,0,0,0
67704,M,299.9,309.2,1490,38.8,88,0,0,0,0,0
67705,M,300.8,309.4,1683,31.4,204,0,0,0,0,0
67706,L,302.2,311.6,1486,37.8,168,0,0,0,0,0
67707,L,297.3,308.4,1610,32.5,23,0,0,0,0,0
67708,M,301.6,310.6,1599,36.6,208,0,0,0,0,0
67709,L,298.2,309.0,1455,43.6,8,0,0,0,0,0
67710,L,299.7,310.6,1621,33.3,144,0,0,0,0,0
67711,H,302.5,311.4,1644,32.6,148,0,0,0,0,0
67712,L,301.5,310.5,1527,35.4,179,0,0,0,0,0
67713,H,297.5,308.6,1542,38.8,139,0,0,0,0,0
67714,M,302.6,311.3,1571,36.0,202,0,0,0,0,0
67715,L,300.7,310.8,1548,40.6,0,0,0,0,0,0
67716,L,299.3,308.4,1471,44.0,174,0,0,0,0,0
67717,L,300.4,311.1,1691,27.9,187,0,0,0,0,0
67718,L,300.8,311.3,1496,38.8,211,0,0,0,0,0
67719,M,300.6,310.6,1465,44.4,228,0,0,0,0,0
67720,L,300.8,310.9,1408,47.0,87,0,0,0,0,0
67721,L,298.7,309.9,1459,47.9,203,0,0,0,0,0
67722,L,300.9,310.8,1477,34.9,14,0,0,0,0,0
67723,M,302.1,310.7,1364,47.8,17,0,0,0,0,0
67724,M,298.2,308.9,1269,60.9,163,0,0,0,0,0
67725,M,300.4,310.6,1448,38.9,21,0,0,0,0,0
67726,L,297.4,308.5,1442,42.8,74,0,0,0,0,0
67727,L,298.6,309.5,1427,46.1,68,0,0,0,0,0
67728,L,300.1,309.6,1560,35.8,85,0,0,0,0,0
67729,L,302.7,310.2,1475,35.2,7,0,0,0,0,0
67730,L,297.4,308.9,1471,42.5,0,0,0,0,0,0
67731,M,298.8,310.3,1527,31.2,102,0,0,0,0,0
67732,M,301.5,310.4,1393,46.3,115,0,0,0,0,0
67733,L,301.4,310.6,1664,32.7,98,0,0,0,0,0
67734,L,301.7,310.6,1407,44.0,100,0,0,0,0,0
67735,M,297.3,308.1,1467,42.6,199,0,0,0,0,0
67736,L,298.5,308.0,1482,43.1,43,0,0,0,0,0
67737,L,300.5,309.7,1397,55.9,121,0,0,0,0,0
67738,M,300.4,311.3,1473,40.6,98,0,0,0,0,0
67739,H,302.7,312.0,1357,55.6,65,0,0,0,0,0
67740,L,301.6,310.8,1662,29.9,192,0,0,0,0,0
67741,L,302.4,310.5,1351,45.1,168,0,1,0,0,0
67742,L,300.7,311.9,1603,35.6,23,0,0,0,0,0
67743,L,297.0,307.7,1867,22.8,5,0,0,0,0,0
67744,L,298.3,309.1,1395,49.8,187,0,0,0,0,0
67745,L,302.3,311.5,1447,45.4,39,0,0,0,0,0
67746,M,300.9,309.5,1605,34.6,118,0,0,0,0,0
67747,L,296.8,307.9,1388,57.0,111,0,0,0,0,0
67748,M,300.9,311.1,1465,37.7,96,0,0,0,0,0
67749,L,299.8,309.7,1372,49.6,197,0,0,0,0,0
67750,H,302.3,311.4,1386,46.0,96,0,0,0,0,0
67751,L,302.4,311.5,1645,32.7,63,0,0,0,0,0
67752,L,301.6,310.9,1717,34.1,44,0,0,0,0,0
67753,L,301.4,310.7,1942,20.1,155,0,0,0,0,0
67754,L,300.8,309.8,1555,31.1,151,0,0,0,0,0
67755,L,300.9,310.3,1446,44.5,16,0,0,0,0,0
67756,M,297.0,307.9,1558,47.4,112,0,0,0,0,0
67757,L,298.4,308.7,1523,43.9,126,0,0,0,0,0
67758,L,301.7,310.5,1517,39.2,23,0,0,0,0,0
67759,M,300.4,310.5,1480,39.5,108,0,0,0,0,0
67760,M,297.4,308.7,1384,62.4,135,0,0,0,0,0
67761,L,298.7,308.4,1329,28.7,177,0,0,0,0,0
67762,L,301.1,311.1,1496,43.6,170,0,0,0,0,0
67763,L,297.9,309.1,1394,60.6,22,0,0,0,0,0
67764,M,301.4,310.7,1382,37.7,40,0,0,0,0,0
67765,L,299.1,310.2,1363,61.5,208,0,0,0,1,0
67766,H,301.2,310.6,1457,50.5,13,0,0,0,0,0
67767,L,299.5,310.8,1585,34.5,154,0,0,0,0,0
67768,L,300.5,312.0,1370,44.5,108,0,0,0,0,0
67769,L,302.0,310.4,1332,46.6,49,0,0,0,0,0
67770,L,300.7,310.6,1447,45.1,115,0,0,0,0,0
67771,L,299.9,309.4,1543,37.7,169,0,0,0,0,0
67772,L,301.5,310.5,1481,38.8,133,0,0,0,0,0
